id,image_path,productDisplayName,subCategory,label
12732,../data/raw/fashion-product-images-small/images/12732.jpg,Nike Unisex Swoosh Black Backpack,Bags,0
3365,../data/raw/fashion-product-images-small/images/3365.jpg,Myntra Men's Brain Black T-shirt,Topwear,17
42042,../data/raw/fashion-product-images-small/images/42042.jpg,Nike Men Air Relentless 2 MSL White Sports Shoes,Shoes,15
23849,../data/raw/fashion-product-images-small/images/23849.jpg,ADIDAS Men Black Anzo Breeze Casual Shoes,Shoes,15
43190,../data/raw/fashion-product-images-small/images/43190.jpg,Fastrack Women White Dial Watch,Watches,19
48578,../data/raw/fashion-product-images-small/images/48578.jpg,Revv Men Steel Bracelet,Jewellery,8
30462,../data/raw/fashion-product-images-small/images/30462.jpg,Lovable Women All Day Long Black Bra,Innerwear,7
54127,../data/raw/fashion-product-images-small/images/54127.jpg,Rocia Women Black Heels,Shoes,15
10065,../data/raw/fashion-product-images-small/images/10065.jpg,Puma Men ducati logo tee Yellow Tshirts,Topwear,17
24250,../data/raw/fashion-product-images-small/images/24250.jpg,Numero Uno Men White Casual Shoes,Shoes,15
32335,../data/raw/fashion-product-images-small/images/32335.jpg,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Watches,19
25382,../data/raw/fashion-product-images-small/images/25382.jpg,Levis Men White Innerwear Vest,Innerwear,7
56670,../data/raw/fashion-product-images-small/images/56670.jpg,Maxima Men Black Dial Watch,Watches,19
5092,../data/raw/fashion-product-images-small/images/5092.jpg,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Topwear,17
10859,../data/raw/fashion-product-images-small/images/10859.jpg,Wrangler Men Furious Rides Navy Blue T-Shirts,Topwear,17
59638,../data/raw/fashion-product-images-small/images/59638.jpg,FNF Green Wedding Collection Sari,Saree,14
15517,../data/raw/fashion-product-images-small/images/15517.jpg,Rockport Men LLandro Red Casual Shoes,Shoes,15
4140,../data/raw/fashion-product-images-small/images/4140.jpg,Skechers Women Green Shoe,Shoes,15
36795,../data/raw/fashion-product-images-small/images/36795.jpg,Maxima Men Ssteele Silver Dial Watch,Watches,19
40527,../data/raw/fashion-product-images-small/images/40527.jpg,Titan Men Gold Dial Watch,Watches,19
10257,../data/raw/fashion-product-images-small/images/10257.jpg,John Miller Men Solid Type Black Trousers,Bottomwear,2
24062,../data/raw/fashion-product-images-small/images/24062.jpg,Locomotive Men Navy Blue Printed T-shirt,Topwear,17
45869,../data/raw/fashion-product-images-small/images/45869.jpg,Maxima Men Brown Dial Watch,Watches,19
11385,../data/raw/fashion-product-images-small/images/11385.jpg,United Colors Of Benetton Women Light Winter Black Sweatshirts,Topwear,17
53130,../data/raw/fashion-product-images-small/images/53130.jpg,Catwalk Women Brown Sandals,Shoes,15
44187,../data/raw/fashion-product-images-small/images/44187.jpg,Nike Fragrances Women 5th Element Perfume 150 ml,Fragrance,6
21510,../data/raw/fashion-product-images-small/images/21510.jpg,Kiara Women Graphiti White Handbag,Bags,0
51667,../data/raw/fashion-product-images-small/images/51667.jpg,Louis Philippe Men Grey Sunglasses,Eyewear,4
22395,../data/raw/fashion-product-images-small/images/22395.jpg,Mark Taylor Men Striped Blue Shirt,Topwear,17
35322,../data/raw/fashion-product-images-small/images/35322.jpg,Fabindia Women Anusuya Silver Earrings,Jewellery,8
6425,../data/raw/fashion-product-images-small/images/6425.jpg,Lotto Unisex Canvas Black Check Shoe,Shoes,15
18806,../data/raw/fashion-product-images-small/images/18806.jpg,Peter England Men Casual Tan Belt,Belts,1
23247,../data/raw/fashion-product-images-small/images/23247.jpg,Arrow Men Formal Black Shoe,Shoes,15
17072,../data/raw/fashion-product-images-small/images/17072.jpg,Lino Perros Women Weaved  Grey Belt,Belts,1
31782,../data/raw/fashion-product-images-small/images/31782.jpg,Lee Women Paula Blue Top,Topwear,17
42270,../data/raw/fashion-product-images-small/images/42270.jpg,Vans Unisex Black & Grey Classic Shoes,Shoes,15
12500,../data/raw/fashion-product-images-small/images/12500.jpg,United Colors of Benetton Men Short Black Shirts,Topwear,17
26735,../data/raw/fashion-product-images-small/images/26735.jpg,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Fragrance,6
30650,../data/raw/fashion-product-images-small/images/30650.jpg,Nike Men Printed Black T-shirt,Topwear,17
56026,../data/raw/fashion-product-images-small/images/56026.jpg,Colorbar Soft Touch Mousse Lipstick 025,Lips,9
21948,../data/raw/fashion-product-images-small/images/21948.jpg,Murcia Women Casual Brown Handbag,Bags,0
32563,../data/raw/fashion-product-images-small/images/32563.jpg,ONLY Women directoire blue Trousers,Bottomwear,2
58980,../data/raw/fashion-product-images-small/images/58980.jpg,Colour me Women Flowers Deo,Fragrance,6
40143,../data/raw/fashion-product-images-small/images/40143.jpg,Gini and Jony Girls Pretty Blossom Blue Top,Topwear,17
10633,../data/raw/fashion-product-images-small/images/10633.jpg,Carlton London Men Formal Brown Formal Shoes,Shoes,15
24406,../data/raw/fashion-product-images-small/images/24406.jpg,Vishudh Women Red Printed Kurta,Topwear,17
4716,../data/raw/fashion-product-images-small/images/4716.jpg,ADIDAS Unisex Response ST Analogue Black Watch,Watches,19
21174,../data/raw/fashion-product-images-small/images/21174.jpg,s.Oliver Women Stripes Beige Top,Topwear,17
15341,../data/raw/fashion-product-images-small/images/15341.jpg,Nike Women Solid Pink Shorts,Bottomwear,2
52486,../data/raw/fashion-product-images-small/images/52486.jpg,Red Rose Maroon Camisole,Innerwear,7
53554,../data/raw/fashion-product-images-small/images/53554.jpg,Probase Multicoloured Printed Boxers,Innerwear,7
14293,../data/raw/fashion-product-images-small/images/14293.jpg,Classic Polo Men Stripes Blue Tshirts,Topwear,17
47366,../data/raw/fashion-product-images-small/images/47366.jpg,Baggit Women Blue Bag,Bags,0
6041,../data/raw/fashion-product-images-small/images/6041.jpg,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,Topwear,17
23623,../data/raw/fashion-product-images-small/images/23623.jpg,Doodle Kids Girls Pink I love Shopping Top,Topwear,17
17416,../data/raw/fashion-product-images-small/images/17416.jpg,Lotto Men Atlantica Black Sports Shoe,Shoes,15
9835,../data/raw/fashion-product-images-small/images/9835.jpg,Little Miss Women Printed Grey T-shirt,Topwear,17
29319,../data/raw/fashion-product-images-small/images/29319.jpg,ADIDAS Unisex Chicago Bulls Red Backpack,Bags,0
7193,../data/raw/fashion-product-images-small/images/7193.jpg,Jealous 21 Women Black Jegging,Bottomwear,2
12958,../data/raw/fashion-product-images-small/images/12958.jpg,ADIDAS Men Sports Black Sports Shoes,Shoes,15
27283,../data/raw/fashion-product-images-small/images/27283.jpg,Mother Earth Women Magenta Kurta,Topwear,17
30234,../data/raw/fashion-product-images-small/images/30234.jpg,Numero Uno Men Black Flip Flops,Flip Flops,5
9009,../data/raw/fashion-product-images-small/images/9009.jpg,Murcia Women Snake Print Bag Brown Handbags,Bags,0
3533,../data/raw/fashion-product-images-small/images/3533.jpg,Myntra Men's If You Don't Like Navy Blue T-shirt,Topwear,17
42614,../data/raw/fashion-product-images-small/images/42614.jpg,Estelle Women Earrings & Pendant Set,Jewellery,8
12164,../data/raw/fashion-product-images-small/images/12164.jpg,Aurelia Women Voile Orange Dupatta,Topwear,17
26351,../data/raw/fashion-product-images-small/images/26351.jpg,DKNY Women White Dial Watch NY8472,Watches,19
17624,../data/raw/fashion-product-images-small/images/17624.jpg,ADIDAS Men Solid Navy Blue Track Pant,Bottomwear,2
47154,../data/raw/fashion-product-images-small/images/47154.jpg,Gini and Jony Girls Black Capris,Bottomwear,2
35574,../data/raw/fashion-product-images-small/images/35574.jpg,Gliders Men Esquire Red Flip Flops,Flip Flops,5
46086,../data/raw/fashion-product-images-small/images/46086.jpg,ADIDAS Women Lavender Hagkok Sports Shoes,Shoes,15
51031,../data/raw/fashion-product-images-small/images/51031.jpg,Enamor White Bra,Innerwear,7
13284,../data/raw/fashion-product-images-small/images/13284.jpg,Gini and Jony Kids Boys Solid Black Shorts,Bottomwear,2
54543,../data/raw/fashion-product-images-small/images/54543.jpg,F Sports Men White Outlander Sports Shoes,Shoes,15
55491,../data/raw/fashion-product-images-small/images/55491.jpg,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,Lips,9
26163,../data/raw/fashion-product-images-small/images/26163.jpg,John Miller Men Dark Grey Trousers,Bottomwear,2
3701,../data/raw/fashion-product-images-small/images/3701.jpg,Tantra Women Flower Heart Black Long T-shirt,Topwear,17
29917,../data/raw/fashion-product-images-small/images/29917.jpg,Police Men White Dial Watch PL12698JS,Watches,19
42426,../data/raw/fashion-product-images-small/images/42426.jpg,Aurelia Women Sea Green Kurta,Topwear,17
32751,../data/raw/fashion-product-images-small/images/32751.jpg,FILA Men Liga II Black Shoes,Shoes,15
56214,../data/raw/fashion-product-images-small/images/56214.jpg,Estelle Women Gold Earrings,Jewellery,8
10401,../data/raw/fashion-product-images-small/images/10401.jpg,Jealous 21 Women Uaine Purple Tops,Topwear,17
40371,../data/raw/fashion-product-images-small/images/40371.jpg,Tokyo Talkies Women Navy Slim Fit Jeans,Bottomwear,2
21346,../data/raw/fashion-product-images-small/images/21346.jpg,Pal Zileri Men Casual Gold Frame Sunglasses,Eyewear,4
45603,../data/raw/fashion-product-images-small/images/45603.jpg,Arrow Men Black Formal Shoes,Shoes,15
4524,../data/raw/fashion-product-images-small/images/4524.jpg,Puma Men's YugoRun Black White Shoe,Shoes,15
37223,../data/raw/fashion-product-images-small/images/37223.jpg,United Colors of Benetton Women Blue Top,Topwear,17
53766,../data/raw/fashion-product-images-small/images/53766.jpg,Puma Men White and Navy Blue T-shirt,Topwear,17
25520,../data/raw/fashion-product-images-small/images/25520.jpg,Doodle Kids Girls City Chic White Top,Topwear,17
32597,../data/raw/fashion-product-images-small/images/32597.jpg,ONLY Women Black Top,Topwear,17
58974,../data/raw/fashion-product-images-small/images/58974.jpg,Colour me Men Gold Deo,Fragrance,6
33445,../data/raw/fashion-product-images-small/images/33445.jpg,Baggit Women Lamboo Mayur Black Wallet,Wallets,18
57100,../data/raw/fashion-product-images-small/images/57100.jpg,Elle Women Dark Pink Top,Topwear,17
36137,../data/raw/fashion-product-images-small/images/36137.jpg,Nike Women Free Run Pink Sports Shoes,Shoes,15
41859,../data/raw/fashion-product-images-small/images/41859.jpg,Estd. 1977 Men Black Sandals,Sandal,13
21180,../data/raw/fashion-product-images-small/images/21180.jpg,ADIDAS Men Adi Cells Black Flip Flops,Flip Flops,5
39943,../data/raw/fashion-product-images-small/images/39943.jpg,GAS Men Brown Count Casual Shoes,Shoes,15
52472,../data/raw/fashion-product-images-small/images/52472.jpg,Red Rose Women White & Pink Polka Dot Print Bath Robe,Loungewear and Nightwear,10
5630,../data/raw/fashion-product-images-small/images/5630.jpg,ADIDAS Women's Adi Groove Blue Flip Flop,Flip Flops,5
44517,../data/raw/fashion-product-images-small/images/44517.jpg,Coolers Men Brown Pokar Flip Flops,Flip Flops,5
47392,../data/raw/fashion-product-images-small/images/47392.jpg,Baggit Women Beige Bag,Bags,0
50325,../data/raw/fashion-product-images-small/images/50325.jpg,Aurelia Women Navy Blue Kurta,Topwear,17
8913,../data/raw/fashion-product-images-small/images/8913.jpg,Puma Men Cabana Racer Sketch White Sports Shoes,Shoes,15
16530,../data/raw/fashion-product-images-small/images/16530.jpg,Locomotive Men Check Red Shirt,Topwear,17
22705,../data/raw/fashion-product-images-small/images/22705.jpg,Nike Men White Capri II Casual Shoe,Shoes,15
7167,../data/raw/fashion-product-images-small/images/7167.jpg,Scullers Men Scul Purple White Shirt,Topwear,17
46240,../data/raw/fashion-product-images-small/images/46240.jpg,Fusion Beats Women White Printed Tunic,Topwear,17
27277,../data/raw/fashion-product-images-small/images/27277.jpg,Mother Earth Women Blue Kurta,Topwear,17
13042,../data/raw/fashion-product-images-small/images/13042.jpg,Inc 5 Women Brown Heels,Shoes,15
6889,../data/raw/fashion-product-images-small/images/6889.jpg,Forever New Women Stone Cream Jacket,Topwear,17
31312,../data/raw/fashion-product-images-small/images/31312.jpg,W Women Peach Kurta,Topwear,17
12190,../data/raw/fashion-product-images-small/images/12190.jpg,Basics Men Blue Slim Fit Checked Shirt,Topwear,17
55657,../data/raw/fashion-product-images-small/images/55657.jpg,Catwalk Women Golden Wedges,Shoes,15
19578,../data/raw/fashion-product-images-small/images/19578.jpg,United Colors of Benetton Women Solid Purple Top,Topwear,17
27879,../data/raw/fashion-product-images-small/images/27879.jpg,Scullers For Her Women Blue Top,Topwear,17
