id,image_path,productDisplayName,subCategory,label,split
35913,../data/raw/fashion-product-images-small/images/35913.jpg,Peperone Women Black & White Handbag,Bags,0,train
49495,../data/raw/fashion-product-images-small/images/49495.jpg,Vans Men Khaki Shoes,Shoes,15,train
9660,../data/raw/fashion-product-images-small/images/9660.jpg,Indigo Nation Men Reversible Bling Pink Shirts,Topwear,17,train
23876,../data/raw/fashion-product-images-small/images/23876.jpg,ADIDAS Men Blue Sweatshirt,Topwear,17,train
18237,../data/raw/fashion-product-images-small/images/18237.jpg,Manchester United Men Solid Red Tshirt,Topwear,17,train
54118,../data/raw/fashion-product-images-small/images/54118.jpg,Rocia Women Black Flats,Shoes,15,train
2872,../data/raw/fashion-product-images-small/images/2872.jpg,Catwalk Women Leather Flats,Shoes,15,train
49653,../data/raw/fashion-product-images-small/images/49653.jpg,Mineral Women Green Top,Topwear,17,train
16957,../data/raw/fashion-product-images-small/images/16957.jpg,Image Men Sunglasses,Eyewear,4,train
17885,../data/raw/fashion-product-images-small/images/17885.jpg,Levis Men Comfort Style Grey Innerwear Vest,Innerwear,7,train
43369,../data/raw/fashion-product-images-small/images/43369.jpg,Reebok Men Black Possession Flip Flops,Flip Flops,5,train
56489,../data/raw/fashion-product-images-small/images/56489.jpg,Streetwear Ash Nail Polish # 31,Nails,12,train
58513,../data/raw/fashion-product-images-small/images/58513.jpg,Tonga Women Maroon Top,Topwear,17,train
52029,../data/raw/fashion-product-images-small/images/52029.jpg,Just Natural Unisex Charcoal Rain Jacket,Topwear,17,train
25349,../data/raw/fashion-product-images-small/images/25349.jpg,Levis Men Red Brief,Innerwear,7,train
55802,../data/raw/fashion-product-images-small/images/55802.jpg,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,Loungewear and Nightwear,10,train
43967,../data/raw/fashion-product-images-small/images/43967.jpg,DKNY Women Red Delicious Perfume,Fragrance,6,train
28456,../data/raw/fashion-product-images-small/images/28456.jpg,Urban Yoga Women Blue Skirt With Leggings,Bottomwear,2,train
34009,../data/raw/fashion-product-images-small/images/34009.jpg,Gini and Jony Girls Black Top,Topwear,17,train
19311,../data/raw/fashion-product-images-small/images/19311.jpg,Nike Men Air Rift MTR White Casual Shoe,Shoes,15,train
49461,../data/raw/fashion-product-images-small/images/49461.jpg,Vans Men Blue Era Scilla Plaid Shoes,Shoes,15,train
8746,../data/raw/fashion-product-images-small/images/8746.jpg,Crocs Kids Navy Blue Clogs,Flip Flops,5,train
9694,../data/raw/fashion-product-images-small/images/9694.jpg,Classic Polo Men Vulcan White Polo Tshirts,Topwear,17,train
23882,../data/raw/fashion-product-images-small/images/23882.jpg,Fila Men Destiny Grey Sports Shoes,Shoes,15,train
15984,../data/raw/fashion-product-images-small/images/15984.jpg,Turtle Check Men Yellow Shirt,Topwear,17,train
11518,../data/raw/fashion-product-images-small/images/11518.jpg,Catwalk Women Gun Metal Grey Heels,Shoes,15,train
14856,../data/raw/fashion-product-images-small/images/14856.jpg,United Colors of Benetton Women Solid Beige Wallets,Wallets,18,train
33648,../data/raw/fashion-product-images-small/images/33648.jpg,Lotto Men Ridge Brown Sandals,Sandal,13,train
28032,../data/raw/fashion-product-images-small/images/28032.jpg,Jockey ELANCE Men Bikini White Brief 1005,Innerwear,7,train
31923,../data/raw/fashion-product-images-small/images/31923.jpg,Fabindia Women Blue Silk Sling Bag,Bags,0,train
54588,../data/raw/fashion-product-images-small/images/54588.jpg,Sushilas Women Printed Green Kurta,Topwear,17,train
8322,../data/raw/fashion-product-images-small/images/8322.jpg,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Topwear,17,train
13841,../data/raw/fashion-product-images-small/images/13841.jpg,ADIDAS Unisex Three Small Dials White Watches,Watches,19,train
28200,../data/raw/fashion-product-images-small/images/28200.jpg,Ray-Ban Men Active Lifestyle Copper Sunglasses,Eyewear,4,train
12993,../data/raw/fashion-product-images-small/images/12993.jpg,ADIDAS Kids Adispeed Black Sports Shoes,Shoes,15,train
7158,../data/raw/fashion-product-images-small/images/7158.jpg,Scullers Men  Green Check Shirt,Topwear,17,train
18495,../data/raw/fashion-product-images-small/images/18495.jpg,Puma Men Fashion Cat White Slipper,Sandal,13,train
8110,../data/raw/fashion-product-images-small/images/8110.jpg,Fastrack Men Economy 2 Analg Black Watch,Watches,19,train
19547,../data/raw/fashion-product-images-small/images/19547.jpg,United Colors of Benetton Men Solid Blue Sweatshirt,Topwear,17,train
7964,../data/raw/fashion-product-images-small/images/7964.jpg,Puma Men's Large Logo Graphic Black T-shirt,Topwear,17,train
36934,../data/raw/fashion-product-images-small/images/36934.jpg,Giorgio Armani Women Idole Perfume,Fragrance,6,train
20851,../data/raw/fashion-product-images-small/images/20851.jpg,Spice Art Women Ribbon Embroidery Red Clutch,Bags,0,train
41866,../data/raw/fashion-product-images-small/images/41866.jpg,Estd. 1977 Men Beige & Green Sandals,Sandal,13,train
58177,../data/raw/fashion-product-images-small/images/58177.jpg,Rocky S Women Brown Handbag,Bags,0,train
44528,../data/raw/fashion-product-images-small/images/44528.jpg,Coolers Men Black Sandals,Sandal,13,train
16392,../data/raw/fashion-product-images-small/images/16392.jpg,Levis Men Check Red Shirts,Topwear,17,train
17240,../data/raw/fashion-product-images-small/images/17240.jpg,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Topwear,17,train
6617,../data/raw/fashion-product-images-small/images/6617.jpg,Spykar Men Black and white Check Shirt,Topwear,17,train
12732,../data/raw/fashion-product-images-small/images/12732.jpg,Nike Unisex Swoosh Black Backpack,Bags,0,train
23849,../data/raw/fashion-product-images-small/images/23849.jpg,ADIDAS Men Black Anzo Breeze Casual Shoes,Shoes,15,train
43190,../data/raw/fashion-product-images-small/images/43190.jpg,Fastrack Women White Dial Watch,Watches,19,train
48578,../data/raw/fashion-product-images-small/images/48578.jpg,Revv Men Steel Bracelet,Jewellery,8,train
10065,../data/raw/fashion-product-images-small/images/10065.jpg,Puma Men ducati logo tee Yellow Tshirts,Topwear,17,train
24250,../data/raw/fashion-product-images-small/images/24250.jpg,Numero Uno Men White Casual Shoes,Shoes,15,train
25382,../data/raw/fashion-product-images-small/images/25382.jpg,Levis Men White Innerwear Vest,Innerwear,7,train
56670,../data/raw/fashion-product-images-small/images/56670.jpg,Maxima Men Black Dial Watch,Watches,19,train
5092,../data/raw/fashion-product-images-small/images/5092.jpg,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Topwear,17,train
10859,../data/raw/fashion-product-images-small/images/10859.jpg,Wrangler Men Furious Rides Navy Blue T-Shirts,Topwear,17,train
59638,../data/raw/fashion-product-images-small/images/59638.jpg,FNF Green Wedding Collection Sari,Saree,14,train
15517,../data/raw/fashion-product-images-small/images/15517.jpg,Rockport Men LLandro Red Casual Shoes,Shoes,15,train
4140,../data/raw/fashion-product-images-small/images/4140.jpg,Skechers Women Green Shoe,Shoes,15,train
36795,../data/raw/fashion-product-images-small/images/36795.jpg,Maxima Men Ssteele Silver Dial Watch,Watches,19,train
10257,../data/raw/fashion-product-images-small/images/10257.jpg,John Miller Men Solid Type Black Trousers,Bottomwear,2,train
45869,../data/raw/fashion-product-images-small/images/45869.jpg,Maxima Men Brown Dial Watch,Watches,19,train
11385,../data/raw/fashion-product-images-small/images/11385.jpg,United Colors Of Benetton Women Light Winter Black Sweatshirts,Topwear,17,train
53130,../data/raw/fashion-product-images-small/images/53130.jpg,Catwalk Women Brown Sandals,Shoes,15,train
44187,../data/raw/fashion-product-images-small/images/44187.jpg,Nike Fragrances Women 5th Element Perfume 150 ml,Fragrance,6,train
21510,../data/raw/fashion-product-images-small/images/21510.jpg,Kiara Women Graphiti White Handbag,Bags,0,train
51667,../data/raw/fashion-product-images-small/images/51667.jpg,Louis Philippe Men Grey Sunglasses,Eyewear,4,train
22395,../data/raw/fashion-product-images-small/images/22395.jpg,Mark Taylor Men Striped Blue Shirt,Topwear,17,train
35322,../data/raw/fashion-product-images-small/images/35322.jpg,Fabindia Women Anusuya Silver Earrings,Jewellery,8,train
6425,../data/raw/fashion-product-images-small/images/6425.jpg,Lotto Unisex Canvas Black Check Shoe,Shoes,15,train
18806,../data/raw/fashion-product-images-small/images/18806.jpg,Peter England Men Casual Tan Belt,Belts,1,train
23247,../data/raw/fashion-product-images-small/images/23247.jpg,Arrow Men Formal Black Shoe,Shoes,15,train
17072,../data/raw/fashion-product-images-small/images/17072.jpg,Lino Perros Women Weaved  Grey Belt,Belts,1,train
31782,../data/raw/fashion-product-images-small/images/31782.jpg,Lee Women Paula Blue Top,Topwear,17,train
42270,../data/raw/fashion-product-images-small/images/42270.jpg,Vans Unisex Black & Grey Classic Shoes,Shoes,15,train
12500,../data/raw/fashion-product-images-small/images/12500.jpg,United Colors of Benetton Men Short Black Shirts,Topwear,17,train
26735,../data/raw/fashion-product-images-small/images/26735.jpg,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Fragrance,6,train
30650,../data/raw/fashion-product-images-small/images/30650.jpg,Nike Men Printed Black T-shirt,Topwear,17,train
21948,../data/raw/fashion-product-images-small/images/21948.jpg,Murcia Women Casual Brown Handbag,Bags,0,train
32563,../data/raw/fashion-product-images-small/images/32563.jpg,ONLY Women directoire blue Trousers,Bottomwear,2,train
40143,../data/raw/fashion-product-images-small/images/40143.jpg,Gini and Jony Girls Pretty Blossom Blue Top,Topwear,17,train
10633,../data/raw/fashion-product-images-small/images/10633.jpg,Carlton London Men Formal Brown Formal Shoes,Shoes,15,train
4716,../data/raw/fashion-product-images-small/images/4716.jpg,ADIDAS Unisex Response ST Analogue Black Watch,Watches,19,train
15341,../data/raw/fashion-product-images-small/images/15341.jpg,Nike Women Solid Pink Shorts,Bottomwear,2,train
52486,../data/raw/fashion-product-images-small/images/52486.jpg,Red Rose Maroon Camisole,Innerwear,7,train
53554,../data/raw/fashion-product-images-small/images/53554.jpg,Probase Multicoloured Printed Boxers,Innerwear,7,train
14293,../data/raw/fashion-product-images-small/images/14293.jpg,Classic Polo Men Stripes Blue Tshirts,Topwear,17,train
47366,../data/raw/fashion-product-images-small/images/47366.jpg,Baggit Women Blue Bag,Bags,0,train
17416,../data/raw/fashion-product-images-small/images/17416.jpg,Lotto Men Atlantica Black Sports Shoe,Shoes,15,train
29319,../data/raw/fashion-product-images-small/images/29319.jpg,ADIDAS Unisex Chicago Bulls Red Backpack,Bags,0,train
7193,../data/raw/fashion-product-images-small/images/7193.jpg,Jealous 21 Women Black Jegging,Bottomwear,2,train
30234,../data/raw/fashion-product-images-small/images/30234.jpg,Numero Uno Men Black Flip Flops,Flip Flops,5,train
3533,../data/raw/fashion-product-images-small/images/3533.jpg,Myntra Men's If You Don't Like Navy Blue T-shirt,Topwear,17,train
42614,../data/raw/fashion-product-images-small/images/42614.jpg,Estelle Women Earrings & Pendant Set,Jewellery,8,train
26351,../data/raw/fashion-product-images-small/images/26351.jpg,DKNY Women White Dial Watch NY8472,Watches,19,train
17624,../data/raw/fashion-product-images-small/images/17624.jpg,ADIDAS Men Solid Navy Blue Track Pant,Bottomwear,2,train
35574,../data/raw/fashion-product-images-small/images/35574.jpg,Gliders Men Esquire Red Flip Flops,Flip Flops,5,train
46086,../data/raw/fashion-product-images-small/images/46086.jpg,ADIDAS Women Lavender Hagkok Sports Shoes,Shoes,15,train
51031,../data/raw/fashion-product-images-small/images/51031.jpg,Enamor White Bra,Innerwear,7,train
54543,../data/raw/fashion-product-images-small/images/54543.jpg,F Sports Men White Outlander Sports Shoes,Shoes,15,train
55491,../data/raw/fashion-product-images-small/images/55491.jpg,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,Lips,9,train
3701,../data/raw/fashion-product-images-small/images/3701.jpg,Tantra Women Flower Heart Black Long T-shirt,Topwear,17,train
29917,../data/raw/fashion-product-images-small/images/29917.jpg,Police Men White Dial Watch PL12698JS,Watches,19,train
42426,../data/raw/fashion-product-images-small/images/42426.jpg,Aurelia Women Sea Green Kurta,Topwear,17,train
32751,../data/raw/fashion-product-images-small/images/32751.jpg,FILA Men Liga II Black Shoes,Shoes,15,train
56214,../data/raw/fashion-product-images-small/images/56214.jpg,Estelle Women Gold Earrings,Jewellery,8,train
10401,../data/raw/fashion-product-images-small/images/10401.jpg,Jealous 21 Women Uaine Purple Tops,Topwear,17,train
40371,../data/raw/fashion-product-images-small/images/40371.jpg,Tokyo Talkies Women Navy Slim Fit Jeans,Bottomwear,2,train
21346,../data/raw/fashion-product-images-small/images/21346.jpg,Pal Zileri Men Casual Gold Frame Sunglasses,Eyewear,4,train
45603,../data/raw/fashion-product-images-small/images/45603.jpg,Arrow Men Black Formal Shoes,Shoes,15,train
37223,../data/raw/fashion-product-images-small/images/37223.jpg,United Colors of Benetton Women Blue Top,Topwear,17,train
53766,../data/raw/fashion-product-images-small/images/53766.jpg,Puma Men White and Navy Blue T-shirt,Topwear,17,train
25520,../data/raw/fashion-product-images-small/images/25520.jpg,Doodle Kids Girls City Chic White Top,Topwear,17,train
32597,../data/raw/fashion-product-images-small/images/32597.jpg,ONLY Women Black Top,Topwear,17,train
58974,../data/raw/fashion-product-images-small/images/58974.jpg,Colour me Men Gold Deo,Fragrance,6,train
33445,../data/raw/fashion-product-images-small/images/33445.jpg,Baggit Women Lamboo Mayur Black Wallet,Wallets,18,train
57100,../data/raw/fashion-product-images-small/images/57100.jpg,Elle Women Dark Pink Top,Topwear,17,train
36137,../data/raw/fashion-product-images-small/images/36137.jpg,Nike Women Free Run Pink Sports Shoes,Shoes,15,train
21180,../data/raw/fashion-product-images-small/images/21180.jpg,ADIDAS Men Adi Cells Black Flip Flops,Flip Flops,5,train
5630,../data/raw/fashion-product-images-small/images/5630.jpg,ADIDAS Women's Adi Groove Blue Flip Flop,Flip Flops,5,train
44517,../data/raw/fashion-product-images-small/images/44517.jpg,Coolers Men Brown Pokar Flip Flops,Flip Flops,5,train
50325,../data/raw/fashion-product-images-small/images/50325.jpg,Aurelia Women Navy Blue Kurta,Topwear,17,train
7167,../data/raw/fashion-product-images-small/images/7167.jpg,Scullers Men Scul Purple White Shirt,Topwear,17,train
46240,../data/raw/fashion-product-images-small/images/46240.jpg,Fusion Beats Women White Printed Tunic,Topwear,17,train
27277,../data/raw/fashion-product-images-small/images/27277.jpg,Mother Earth Women Blue Kurta,Topwear,17,train
13042,../data/raw/fashion-product-images-small/images/13042.jpg,Inc 5 Women Brown Heels,Shoes,15,train
6889,../data/raw/fashion-product-images-small/images/6889.jpg,Forever New Women Stone Cream Jacket,Topwear,17,train
31312,../data/raw/fashion-product-images-small/images/31312.jpg,W Women Peach Kurta,Topwear,17,train
12190,../data/raw/fashion-product-images-small/images/12190.jpg,Basics Men Blue Slim Fit Checked Shirt,Topwear,17,train
19578,../data/raw/fashion-product-images-small/images/19578.jpg,United Colors of Benetton Women Solid Purple Top,Topwear,17,train
27879,../data/raw/fashion-product-images-small/images/27879.jpg,Scullers For Her Women Blue Top,Topwear,17,train
6287,../data/raw/fashion-product-images-small/images/6287.jpg,Classic Polo Men's Swiss Yellow T-shirt,Topwear,17,train
7355,../data/raw/fashion-product-images-small/images/7355.jpg,Tantra Men's Black Sabbath Navy T-shirt,Topwear,17,train
22537,../data/raw/fashion-product-images-small/images/22537.jpg,Gas Men Eldorado Tan Casual  Sandals,Sandal,13,train
43500,../data/raw/fashion-product-images-small/images/43500.jpg,French Connection Men White T-shirt,Topwear,17,train
2627,../data/raw/fashion-product-images-small/images/2627.jpg,Carlton London Women Wedge Silver Sandal,Shoes,15,train
13270,../data/raw/fashion-product-images-small/images/13270.jpg,Palm Tree Kids Girls Printed White Tops,Topwear,17,train
18698,../data/raw/fashion-product-images-small/images/18698.jpg,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,Innerwear,7,train
55465,../data/raw/fashion-product-images-small/images/55465.jpg,Revlon Super Lusterous Lipstick 304,Lips,9,train
26197,../data/raw/fashion-product-images-small/images/26197.jpg,Formula 1 Go Men Perfume,Fragrance,6,train
31120,../data/raw/fashion-product-images-small/images/31120.jpg,Palm Tree Girls Pink Top,Topwear,17,train
14869,../data/raw/fashion-product-images-small/images/14869.jpg,United Colors of Benetton Men Solid Black Wallets,Wallets,18,train
40385,../data/raw/fashion-product-images-small/images/40385.jpg,Tokyo Talkies Women Yellow Top,Topwear,17,train
5402,../data/raw/fashion-product-images-small/images/5402.jpg,Kalenji Ekiden 200 Wn Purple 2011,Shoes,15,train
44725,../data/raw/fashion-product-images-small/images/44725.jpg,Lotto Women Coral Elegant Flip Flops,Flip Flops,5,train
14055,../data/raw/fashion-product-images-small/images/14055.jpg,Flying Machine Men Check Green Shirts,Topwear,17,train
20260,../data/raw/fashion-product-images-small/images/20260.jpg,Wrangler Men Applique Navy Blue Tshirt,Topwear,17,train
7731,../data/raw/fashion-product-images-small/images/7731.jpg,Puma Men's Winglet II Grey Yellow White Flip Flop,Flip Flops,5,train
22153,../data/raw/fashion-product-images-small/images/22153.jpg,Lee Cooper Men Brown Casual Sandals,Sandal,13,train
43958,../data/raw/fashion-product-images-small/images/43958.jpg,Puma Men Olive Techno Ind Sandal,Sandal,13,train
28469,../data/raw/fashion-product-images-small/images/28469.jpg,Urban Yoga Women Printed Pink T-shirt,Topwear,17,train
50573,../data/raw/fashion-product-images-small/images/50573.jpg,Chromozome Men Charcoal Trunk Trunks,Innerwear,7,train
34036,../data/raw/fashion-product-images-small/images/34036.jpg,Palm Tree Boys Check Blue Shirt,Topwear,17,train
55001,../data/raw/fashion-product-images-small/images/55001.jpg,Lakme Absolute Lip Last Day Kiss Lip Colour,Lips,9,train
8779,../data/raw/fashion-product-images-small/images/8779.jpg,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,Topwear,17,train
3391,../data/raw/fashion-product-images-small/images/3391.jpg,Murcia Women White With Stitch Bag,Bags,0,train
43164,../data/raw/fashion-product-images-small/images/43164.jpg,Fastrack Men Black Watch,Watches,19,train
2243,../data/raw/fashion-product-images-small/images/2243.jpg,ADIDAS Men Stripe Polo White Polo T-shirt,Topwear,17,train
39729,../data/raw/fashion-product-images-small/images/39729.jpg,Arrow Woman Olive Top,Topwear,17,train
25376,../data/raw/fashion-product-images-small/images/25376.jpg,Levis Men Grey Innerwear T-Shirt,Innerwear,7,train
11143,../data/raw/fashion-product-images-small/images/11143.jpg,Scullers Men Price Catch Black Shirts,Topwear,17,train
56684,../data/raw/fashion-product-images-small/images/56684.jpg,Fabindia Beige & Maroon Mull Printed Saree,Saree,14,train
4988,../data/raw/fashion-product-images-small/images/4988.jpg,Gini and Jony Girl's Vanya White Polka Dot Kidswear,Dress,3,train
44341,../data/raw/fashion-product-images-small/images/44341.jpg,Indian Terrain Men Blue T-shirt,Topwear,17,train
14431,../data/raw/fashion-product-images-small/images/14431.jpg,Enroute Women Casual Black Flats,Shoes,15,train
52224,../data/raw/fashion-product-images-small/images/52224.jpg,Lencia Grey Swarovski Pearl Necklace,Jewellery,8,train
11371,../data/raw/fashion-product-images-small/images/11371.jpg,United Colors Of Benetton Men Summer Black Shirts,Topwear,17,train
41401,../data/raw/fashion-product-images-small/images/41401.jpg,Wrangler Women White Smocked Top,Topwear,17,train
37481,../data/raw/fashion-product-images-small/images/37481.jpg,Esprit Women White Dial Watch,Watches,19,train
5254,../data/raw/fashion-product-images-small/images/5254.jpg,Wildcraft Unisex Red Duffle Bag,Bags,0,train
44173,../data/raw/fashion-product-images-small/images/44173.jpg,Nike Fragrances Women Trendy Perfume 75ml,Fragrance,6,train
4386,../data/raw/fashion-product-images-small/images/4386.jpg,Wrangler Cowboy Photo T-shirt,Topwear,17,train
51693,../data/raw/fashion-product-images-small/images/51693.jpg,Van Heusen Unisex Brown Sunglasses,Eyewear,4,train
22361,../data/raw/fashion-product-images-small/images/22361.jpg,Reebok Men Navy Twist Sandals,Sandal,13,train
29789,../data/raw/fashion-product-images-small/images/29789.jpg,Basics Men Pack of 3 T-shirt,Topwear,17,train
7503,../data/raw/fashion-product-images-small/images/7503.jpg,Nike Men's As Icon Blue T-shirt,Topwear,17,train
46624,../data/raw/fashion-product-images-small/images/46624.jpg,Rasasi Men Emotion Deo and Perfume Set,Fragrance,6,train
34204,../data/raw/fashion-product-images-small/images/34204.jpg,Proline Men Navy Track Pants,Bottomwear,2,train
17086,../data/raw/fashion-product-images-small/images/17086.jpg,Lino Perros Women Blue Zip Orange Wallet,Wallets,18,train
55233,../data/raw/fashion-product-images-small/images/55233.jpg,Lakme Nine to Five Flawless Makeup Shell Foundation,Makeup,11,train
43356,../data/raw/fashion-product-images-small/images/43356.jpg,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,Shoes,15,train
28207,../data/raw/fashion-product-images-small/images/28207.jpg,Ray-Ban Men Active Lifestyle Black Sunglasses,Eyewear,4,train
13846,../data/raw/fashion-product-images-small/images/13846.jpg,John Miller Men Stripes Blue Shirts,Topwear,17,train
12994,../data/raw/fashion-product-images-small/images/12994.jpg,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,Shoes,15,train
18492,../data/raw/fashion-product-images-small/images/18492.jpg,Puma Men Danny Blue Slipper,Flip Flops,5,train
19540,../data/raw/fashion-product-images-small/images/19540.jpg,United Colors of Benetton Men Solid Blue Sweater,Topwear,17,train
8117,../data/raw/fashion-product-images-small/images/8117.jpg,Fastrack Men New Analog Black Navy Watch,Watches,19,train
49230,../data/raw/fashion-product-images-small/images/49230.jpg,Calzini Men Pack of 5 Sports Socks,Socks,16,train
36933,../data/raw/fashion-product-images-small/images/36933.jpg,Bulgari Women Omnia Perfume,Fragrance,6,train
57138,../data/raw/fashion-product-images-small/images/57138.jpg,Elle Women Brown Trousers,Bottomwear,2,train
20856,../data/raw/fashion-product-images-small/images/20856.jpg,United Colors of Benetton Men Casual Black Shoes,Shoes,15,train
39375,../data/raw/fashion-product-images-small/images/39375.jpg,Helix Women Silver Dial Watch,Watches,19,train
59290,../data/raw/fashion-product-images-small/images/59290.jpg,Titan Men Black Dial Watch,Watches,19,train
52678,../data/raw/fashion-product-images-small/images/52678.jpg,Morellato Men Black Watch,Watches,19,train
20258,../data/raw/fashion-product-images-small/images/20258.jpg,Wrangler Men Polo Charcoal T-shirt,Topwear,17,train
47198,../data/raw/fashion-product-images-small/images/47198.jpg,Franco Leone Men Brown Sandals,Sandal,13,train
28035,../data/raw/fashion-product-images-small/images/28035.jpg,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,Innerwear,7,train
13248,../data/raw/fashion-product-images-small/images/13248.jpg,Palm Tree Kids Boy Solid Brown Trousers,Bottomwear,2,train
31118,../data/raw/fashion-product-images-small/images/31118.jpg,Gini and Jony Girls Red Top,Topwear,17,train
46876,../data/raw/fashion-product-images-small/images/46876.jpg,Lino Perros Men Pack of 2 Socks,Socks,16,train
5862,../data/raw/fashion-product-images-small/images/5862.jpg,ADIDAS Men's Stripe Black T-shirt,Topwear,17,train
